comment,nickname,rank,tilte
 本车手回来了，今天继续解释昨天留下家庭作业，那就是男女生喜欢顺序前后重要吗？重要。一个女孩子喜不喜欢你两种：1.被你吸引住，这个时候说明你身上有会一下子表现出来很吸引人的闪光点，比方有点的男生帅，有钱，欸这下子女孩子可能就直接喜欢上你了了。那么像我们这种狗头人会有这种可能吗？有。按下不表2.女孩子经过长期考量接受了你的追求，那么你也有闪光点，但是你的闪光点可能是需要很长久的相处交往才会表现出来的，诸如踏实，上进心等等，这些都是会让女孩子有个对于未来的憧憬，你现在虽然是狗头人不帅不有钱，但你是个潜力股。总结一下，让女孩子喜欢上你，实质上，1.你是个让人一下发现你能够（满足女孩子的生殖欲望，但是你可能不是个踏实的负责人的）2.你身上的闪光点特质要相处一会才能让女孩子发现你很优秀。但是在现在这个浮躁的社会，大家都在暧昧都在想追求刺激，什么一见钟情。所以1是一条捷径。我希望傻狗们都有1也有2，能做一个负责任的人。那么今天的作业，你们身上的1和2有哪些呢? 车手溜了，明天见再给狗头人一个很重要的信息，我们喜欢女生看脸，女生喜欢男生更看脸，但是女生更看重你的内涵！！不论你这个内涵是装出来还是真的！她喜欢你的内在那她根本不会在意你的外表！在她眼里你就是最帅的！她只想跟你在一起，但是我们男生呢？咱们心里是有B数的，你再喜欢一个女孩，你也想跟高圆圆在一起。PS:这些是大部分的普世，不针对少数特例。,藤原拓海,14,情感，第二期教程
 让我有点怀疑狡猾的德张是在藏阵容希望只是他膨胀装逼,ArteezyYB,14,德张又选了这种无硬控阵容
这个赛制赢3场晋级，输3场回家,卖队友青年,15,几点开始赛老师的表演啊
今天没有课了呀，后天才有,akalm,20,几点开始赛老师的表演啊
中国现在dota实力下降，队伍多了很难凑出很有实力的队伍。联赛容易赖皮，像国足，撸啊撸都是这样赖出来的。这种赛制没成绩根本混不了,易帝十九岁,11,现在比赛确实太多了
qqending 发表于 2018-3-7 09:54+1我也是这么认为的……不过的确应该举办一些联赛制的，这样选手也不用那么高强度的一直打，也不用到处 ...杯赛更适合dota，强队想放松一下可以自己选择*放弃一些比赛,qzhb213,21,现在比赛确实太多了
就嫌麻烦吧可能，LZ想多了,小小小社,14,水友们 我被绿了吗？
一个恶心，一个有才华,忽雨,22,这个论坛到底谁的投票更脏
"#在这里快速回复#后结果可见, 共有 80 人参与投票 距结束还有: 9 天22 小时42 分钟          1.  汤姆猫变态选项                 2.  默默伐木三千八选项                 3.  通道通道",sspace,22,这个论坛到底谁的投票更脏
老娘不如嫁个震动棒,fleshTrihard,15,假如你是女生 你愿意嫁给 大狗还是战神7
233 发表于 2018-3-6 17:19还有和你一起的吗我人在国外 去不了 直接微信转的,hzpp0601,22,傻狗们 给份子钱一般给多少啊
看关系啊 46812吧,a4626893,24,傻狗们 给份子钱一般给多少啊
菜        ,洛弗卡雷,22,通透sccc在sg崩盘的原因
还是因为菜,热带雨林,23,通透sccc在sg崩盘的原因
【A】pologize 发表于 2015-8-19 22:32当我一个人的rbq啊别说了啊，大庭广众说这种东西。。。而且我从来没答应你啊。。怎么骗了？  别闹了啊,蓝绫樱柔,22,就是想把你据为己有
蓝绫樱柔 发表于 2015-8-19 22:36别说了啊，大庭广众说这种东西。。。而且我从来没答应你啊。。怎么骗了？  别闹了啊 ...羞耻度爆棚了吗？,【A】pologize,22,就是想把你据为己有
杰尼杰尼已经是网红了,荡漾,24,昨晚VGJ翻盘，全屏杰尼杰尼
杰尼杰尼已经是网红了,带盾带奶百分百,20,昨晚VGJ翻盘，全屏杰尼杰尼
说出来你可能不信我见过最有用的教练是du龙lin时期的566,卡卡卡卡卡得一笔,23,中国队的教练到底有什么用？
明显队员不想鸟他啊，以前八戒BP还过来参与讨论，打液体这把干脆就不过来了，瘤子土直接躺椅子上了等一个被边缘化好吧。这BP，被个中单飞机打boom了那么多把，还硬是一点办法都不想。,HMNNM,22,VG这教练有什么用？
明显队员不想鸟他啊，以前八戒BP还过来参与讨论，打液体这把干脆就不过来了，瘤子土直接躺椅子上了 等一个被边缘化好吧。 这BP，被个中单飞机打boom了那么多把，还硬是一点办法都不想。,hercMoray,22,VG这教练有什么用？
水友们真的很多吗,abjingyun,14,我特么想骂人
怎么有些三四级的小号，金币那么多啊，哪里可以刷金币啊！,MervYn1976,21,我特么想骂人
yao菜还知道选个五号位划，张志成这个操作还敢打一线队的节奏位,FD.TIM,15,张志成可以作为四号位的职业门槛了
FD.TIM 发表于 2018-3-7 16:59yao菜还知道选个五号位划，张志成这个操作还敢打一线队的节奏位国土再菜。也没到捧yao的地步好吧。两坨屎并不能感觉哪坨更臭,马焦666,22,张志成可以作为四号位的职业门槛了
惊了  2017年,阿尔托莉雅,14,两年没玩SG 版主都被撸了 还是忍不住想吐个槽
招魂了！,孙5空,23,两年没玩SG 版主都被撸了 还是忍不住想吐个槽
造梗论坛nga,yxedward,23,nga上多了啥都能想到黑话。。醉了。
造梗论坛nga       ,逝痕,24,nga上多了啥都能想到黑话。。醉了。
当有队友在空位，他马上会把球传出去。这句话没毛病啊,Gwyn,21,看个新闻说nba计划再次高中生选秀
我记得之前不是说像韦德么,last_one,15,看个新闻说nba计划再次高中生选秀
大年初二还有汤姆猫的变态投票真的是太好了,dexderoq,12,如果你的前女友找你复合，你会愿意吗？
不愿意，找你复合说明她没人要了,834065810,14,如果你的前女友找你复合，你会愿意吗？
希望都能打出来，再打不出来西恩doto真的后继无人了,SheikQ,23,Maybe终究是能打出来的，CTY则不一定
CTY全面决裂。。。妮怎么知道的。。。,@meteor,22,Maybe终究是能打出来的，CTY则不一定
 疯狂做耐,xf920101,24,阿畅和杰尼形成了一个永动机
疯狂做耐,neokx,21,阿畅和杰尼形成了一个永动机
yyks 发表于 2018-3-7 14:22我觉得利拉德还是有点神经刀像个强化版的芦苇如果身体素质再好点 也许是下个科比 ...哭了qjf虽然被黑的多。。但也不是利拉德能比的。。利拉德那常年首发后卫里面倒数防守效率(今年还行)。。怎么比qjf这有多届防守阵容的人,johnjohnyo,22,最近利拉德吃药了吧，真tm猛
johnjohnyo 发表于 2018-3-7 15:12哭了qjf虽然被黑的多。。但也不是利拉德能比的。。利拉德那常年首发后卫里面倒数防守效率(今年还行)。。 ...是啊 利拉德那小身板背不住高强度对抗 总感觉差点意思,yyks,15,最近利拉德吃药了吧，真tm猛
吸脂还是对kiko念念不忘啊,ID随便起,13,明天等剧本已经想好了
NB3-2进淘汰赛战胜3-0VGJ，然后四强光速认爹，勇夺第四名积分,暮先生,24,明天等剧本已经想好了
你是卡卡爸爸吗,超级一大坨,24,给儿子洗个澡换完尿布
？？？？？？？？？？？？？？？,柚子控,24,通透，现在的妮是多少岁
最后绿个月,sanlrb@sina.com,23,日本神户制钢数据造假丑闻发酵 社长将于四月辞职
来了来了,r神我是你的otk,21,情感，第二期教程
今天没有课了呀，后天才有,hercMoray,22,几点开始赛老师的表演啊
qqending 发表于 2018-3-7 09:54+1我也是这么认为的……不过的确应该举办一些联赛制的，这样选手也不用那么高强度的一直打，也不用到处 ...联赛就算了吧，之前ace，dpl，好汉杯，效果怎样你也清楚,Cuuu,13,现在比赛确实太多了
我感觉你事有点多啊,sspace,22,水友们 我被绿了吗？
"#在这里快速回复#后结果可见, 共有 80 人参与投票 距结束还有: 9 天22 小时42 分钟          1.  汤姆猫变态选项                 2.  默默伐木三千八选项                 3.  通道通道",hercMoray,22,这个论坛到底谁的投票更脏
最like堂母猫的投票了,drodo,15,这个论坛到底谁的投票更脏
我选择和AME疯狂做爱,柚子控,24,假如你是女生 你愿意嫁给 大狗还是战神7
我是7分女为什么不痛痛快快玩个两年然后找个老实...你这B是在暗示吧,OB战地记者,21,假如你是女生 你愿意嫁给 大狗还是战神7
 然后别人没选，他语气就感觉别人选错了，一副自己不得了的感觉说得这么头头是道，要不回职业圈吧，直播反正也不太受欢迎，打ti还能拿冠军,拯救大地,23,鲷哥看比赛BP的时候，他说别人选什么好
狗头人都是200，300.。。。。这样给的,扭曲的温拿粉,15,傻狗们 给份子钱一般给多少啊
我们这是200 500 1000 2000,丨红酒丶冰,24,傻狗们 给份子钱一般给多少啊
戏哥哥：“MY NAME IS MU!”大木：“滚你妈的，老子什么时候有你这么菜”,eurus,14,通透sccc在sg崩盘的原因
菜是原罪,Pis喜当爹,20,通透sccc在sg崩盘的原因
 因为，印象里都是东北虎，打仗不是好事，确实虎比！没想到，教育经济都牛逼的南贵人居然喜欢说自己打架牛逼。为毛校园凌辱都发生在南方，因为在我们这，因为碰掉一块橡皮，两个傻逼就搂进医院了。打仗只能说没文化，本来不想提，上大学，一个南贵人，说上高中，连踢20个寝室没人敢吱声。这个比，上我们学校踢了一个寝室，这个寝室只有一个东北人，那个笔带了几个小弟，把骂他的东北人揍了，寝室里八个人，其他7个南贵人躺在床上瑟瑟发抖，连个屁都不敢放。我们楼层东北的多些，那个哥们来找我们，我们上去，这个比马上伪了，反抗都没有，被扇了几个嘴巴，踢了好几脚，马上说出钱摆桌，南贵人就是有钱，在酒店摆了三桌，保证以后再也不装逼了。看着论坛里的地域黑，你们在现实中是个什么样？打仗真的很弱智，在sg里，优雅的有素质有文化的人，都能成为武林高手，牛逼！那几个地域黑，歇歇吧，看着都烦。,小云朵,15,很生气，北方出去的人大多不愿意大家，能忍则忍！
别这样啊。。我错了还不行？,蓝绫樱柔,22,就是想把你据为己有
蓝绫樱柔 发表于 2015-8-19 22:28别这样啊。。我错了还不行？你都是骗我的吗,【A】pologize,22,就是想把你据为己有
微博选手肯定懂，刘畅赢一场就要配个图嘲讽杰尼龟,邪王真眼冰蒂斯,23,昨晚VGJ翻盘，全屏杰尼杰尼
 都是逛SG的？,扭曲的温拿粉,15,昨晚VGJ翻盘，全屏杰尼杰尼
rotk？？？？？,616717383,13,中国队的教练到底有什么用？
小受 发表于 2018-3-7 16:53真的可以吗 ，我感觉中期还是打不过ck的中期boom发很足的,MyFlimy233,22,VG这教练有什么用？
MyFlimy233 发表于 2018-3-7 16:54ck的中期boom发很足的可是我感觉ck打飞机很吃力啊，前面还有个小狗顶着,小受,20,VG这教练有什么用？
怎么有些三四级的小号，金币那么多啊，哪里可以刷金币啊！！,゛¨вēst.,20,我特么想骂人
怎么有些三四级的小号，金币那么多啊，哪里可以刷金币啊！！,小受,20,我特么想骂人
招魂了！,guilty123,14,两年没玩SG 版主都被撸了 还是忍不住想吐个槽
招魂招魂,别开枪！是我！,20,两年没玩SG 版主都被撸了 还是忍不住想吐个槽
偷梗论坛学着点,总被追着咬,14,nga上多了啥都能想到黑话。。醉了。
造梗论坛nga偷梗论坛学着点 ,自扰,20,nga上多了啥都能想到黑话。。醉了。
那比星星强啊，好歹是传空位,超级一大坨,24,看个新闻说nba计划再次高中生选秀
kbqjf。     ,changanx,14,看个新闻说nba计划再次高中生选秀
大年初二还有汤姆猫的变态投票真的是太好了,邪颚泰迪,14,如果你的前女友找你复合，你会愿意吗？
大年初二还有汤姆猫的变态投票真的是太好了,ujjfvswc,15,如果你的前女友找你复合，你会愿意吗？
maybe是遇上ruru  你让cty遇上谁 VG经理？ DK经理  一个急功近利 一个废物hunzhewan,傻蛋蛋,22,Maybe终究是能打出来的，CTY则不一定
#在这里快速回复# 希望都能打出来，再打不出来西恩doto真的后继无人了,文哥,22,Maybe终究是能打出来的，CTY则不一定
疯狂做耐,dooom,11,阿畅和杰尼形成了一个永动机
利指导超远三分是他绝活啊，绝对top3级别的,logly,23,最近利拉德吃药了吧，真tm猛
超远三分，侧身三分怎么扔怎么有,n十六夜咲夜,24,最近利拉德吃药了吧，真tm猛
 没有安全感跟那天lfy的lina一样。选出来就感觉软。不过发挥多好。,五蚜居士,24,为什么总觉得puck这英雄这么不稳呢
 但是对dota来说bo1是不是不合适，目前来看ti赛制合理些,wardoctor,23,虽然三幻神频频翻车喜闻乐见
,机智的单车,21,8分纹身抽烟女 和 4分乖乖女 你选哪个
 因为低了稳吗？,最后三个月,22,超跑的地盘为什么那么低啊？
你会给自己的长相打几分？,小纯情水,23,如果满分10分的话
为什么软脚成这样？水土不服也有隐藏期吗,z6931422,15,我记得银KTI4 DK不是提前一个月去的西雅图？
同换尿布,drodo,15,给儿子洗个澡换完尿布
